Amostra,Rotacao,Pressao Oleo,Pressao Combustivel,Pressao Arrefecimento,Temperatura Oleo,Temperatura Arrefecimento,Condicao Motor
14633,1376,4.05,4.80,2.90,74.59,82.38,1
14634,641,4.33,8.52,1.89,77.10,81.04,1
14635,715,3.41,6.58,2.16,77.85,79.26,1
14636,1033,5.00,7.14,2.30,77.45,82.04,0
14637,1560,3.33,9.35,2.15,76.27,84.04,1
14638,700,2.36,6.13,1.49,74.82,76.00,1
14639,620,4.12,1.22,1.77,75.94,72.81,0
14640,460,2.51,1.67,1.86,74.58,69.42,1
14641,689,3.07,13.19,4.04,76.80,73.72,1
14642,444,2.06,5.92,1.35,77.93,80.84,1
14643,672,2.83,6.49,2.70,76.50,77.77,1
14644,604,4.62,13.27,3.58,76.48,74.24,1
14645,508,2.54,7.14,2.90,74.91,90.74,1
14646,489,2.30,12.08,1.53,76.53,80.82,1
14647,554,2.61,5.58,2.02,74.01,81.98,1
14648,890,3.17,4.76,1.76,87.18,69.65,0
14649,974,4.07,6.68,1.16,76.48,73.33,0
14650,553,2.53,5.63,2.57,77.43,75.57,1
14651,785,2.88,5.65,1.01,75.44,83.43,0
14652,796,3.70,7.09,2.36,76.37,77.57,0
14653,886,2.03,5.32,1.95,85.85,85.16,1
14654,915,2.48,6.75,5.51,76.88,79.94,1
14655,1536,2.90,5.51,4.02,75.15,80.75,1
14656,678,3.84,10.74,5.92,79.66,80.70,1
14657,347,2.63,7.87,1.80,75.50,75.88,1
14658,871,3.60,7.96,2.61,76.29,69.48,1
14659,699,3.03,7.54,2.80,74.79,81.20,1
14660,1186,3.63,7.06,1.70,80.65,68.32,0
14661,678,3.70,11.13,3.29,75.32,75.89,1
14662,745,4.19,6.74,2.72,80.12,67.30,0
14663,1048,4.00,6.87,2.30,75.81,75.05,1
14664,1257,4.41,4.33,2.61,77.95,82.84,0
14665,459,4.13,7.93,3.10,74.35,73.54,1
14666,464,2.11,5.86,2.29,74.00,67.45,1
14667,843,2.86,4.43,0.78,78.53,79.47,0
14668,689,2.84,3.52,3.04,85.32,74.87,0
14669,491,2.93,12.21,2.84,81.82,77.61,1
14670,795,0.55,4.96,2.00,77.50,82.17,1
14671,1212,5.05,6.87,5.24,76.49,79.75,1
14672,544,2.56,5.95,3.50,77.82,71.40,1
14673,1015,3.16,9.55,2.07,76.80,78.87,1
14674,592,4.14,3.20,3.05,75.96,75.92,0
14675,585,3.26,4.61,1.29,76.89,67.38,1
14676,742,2.86,10.40,1.70,77.97,77.64,1
14677,779,3.03,5.77,2.99,72.66,73.58,1
14678,485,5.06,5.41,3.46,76.17,78.30,1
14679,667,2.58,4.50,1.81,80.70,81.48,1
14680,673,1.10,4.02,2.82,77.25,84.45,0
14681,1739,4.07,6.26,5.01,76.03,77.19,0
14682,764,4.19,4.41,5.62,85.85,76.01,1
14683,1659,3.00,8.33,1.93,82.45,86.91,0
14684,602,4.68,6.77,2.10,77.12,74.42,1
14685,787,2.91,4.48,2.21,75.31,78.74,0
14686,563,2.93,13.86,1.77,74.51,78.46,1
14687,835,3.52,3.70,1.36,89.28,73.34,1
14688,603,2.77,6.97,2.44,77.41,78.50,1
14689,1475,2.86,4.69,2.77,77.86,88.98,0
14690,1460,3.40,4.92,1.67,76.72,88.61,1
14691,849,5.66,6.24,2.02,75.38,88.68,1
14692,927,2.38,7.18,1.83,77.41,85.36,0
14693,1078,1.91,5.17,3.13,75.98,87.57,0
14694,653,4.09,4.92,2.94,81.40,85.00,1
14695,714,2.98,17.09,2.00,80.00,73.38,1
14696,390,3.81,5.45,2.54,84.04,81.90,1
14697,953,5.17,6.96,2.22,74.20,71.65,1
14698,573,2.69,4.95,1.96,75.37,77.00,1
14699,835,2.52,4.14,5.01,76.45,75.62,1
14700,428,2.13,8.96,2.92,74.77,74.51,1
14701,845,2.02,5.40,1.89,74.44,73.01,1
14702,1041,2.84,8.97,2.36,74.56,85.59,1
14703,996,3.50,14.39,2.17,78.16,80.07,1
14704,635,2.27,4.42,1.47,85.93,84.30,0
14705,556,4.63,16.85,1.20,85.90,80.56,0
14706,628,2.24,12.36,2.83,85.58,81.17,1
14707,808,3.45,2.48,1.33,75.66,69.84,0
14708,639,2.27,7.74,2.60,77.11,74.62,1
14709,1062,3.42,5.91,2.61,76.65,81.87,1
14710,568,2.24,6.37,2.32,75.17,78.55,0
14711,461,3.84,8.40,3.84,73.59,84.11,1
14712,889,5.15,5.40,2.77,77.79,82.10,1
14713,468,2.32,2.33,2.73,74.59,71.53,1
14714,569,2.20,4.10,1.17,75.94,76.47,1
14715,1048,3.94,4.23,3.14,74.81,79.56,1
14716,510,3.14,9.16,1.32,75.91,76.91,1
14717,881,3.01,5.90,2.09,75.38,66.61,1
14718,1223,3.92,7.01,1.49,78.04,76.94,1
14719,475,3.32,6.23,1.56,77.51,82.34,1
14720,1189,2.20,4.17,0.95,77.74,69.52,1
14721,968,5.07,10.74,2.97,80.47,80.64,1
14722,623,2.63,5.06,1.43,78.91,67.26,1
14723,579,4.28,6.27,1.77,75.41,71.89,1
14724,628,0.53,7.47,1.73,76.54,70.41,0
14725,491,2.39,3.81,2.94,75.22,76.04,1
14726,582,4.40,9.80,1.91,85.89,73.81,0
14727,830,2.94,4.31,0.91,81.95,85.64,0
14728,661,2.16,10.93,1.74,76.03,75.76,0
14729,646,4.41,4.81,1.33,76.61,77.24,1
14730,865,3.64,7.52,1.16,75.31,73.91,1
14731,476,1.87,5.46,2.30,76.77,83.26,1
14732,732,2.26,9.53,2.93,77.08,90.18,0
14733,716,2.31,5.55,5.39,80.52,68.77,0
14734,499,3.94,4.60,1.58,81.06,74.47,0
14735,1036,2.16,6.13,2.16,76.00,77.32,0
14736,343,3.65,5.30,2.81,76.84,83.55,1
14737,876,4.21,6.62,1.77,76.09,79.82,0
14738,467,4.32,7.62,2.34,83.24,75.38,1
14739,492,3.74,6.77,2.31,72.75,65.17,1
14740,791,5.56,4.26,2.78,80.32,74.92,1
14741,934,3.89,12.71,1.93,76.58,84.96,0
14742,954,2.84,7.84,1.96,77.77,76.56,1
14743,1306,4.78,8.90,1.80,74.65,83.39,1
14744,818,4.51,3.30,3.02,77.52,74.74,0
14745,643,1.78,6.84,3.11,76.07,80.14,0
14746,741,4.55,4.38,1.25,81.64,81.98,0
14747,1321,2.53,7.04,2.91,75.90,78.86,0
14748,1127,4.42,7.80,1.74,75.78,73.22,1
14749,848,3.14,4.93,0.90,76.34,76.22,0
14750,679,3.08,7.78,3.40,76.56,77.22,0
14751,765,2.65,9.61,3.60,74.56,89.77,1
14752,666,3.42,5.68,1.04,79.63,87.13,0
14753,669,2.57,4.84,2.51,77.34,86.72,0
14754,613,2.25,7.85,2.93,85.21,74.74,1
14755,825,2.05,7.13,1.09,76.45,82.62,1
14756,623,2.19,5.14,3.02,76.02,74.93,1
14757,507,1.76,6.05,2.90,84.39,79.23,1
14758,365,3.26,2.98,2.40,75.37,83.27,1
14759,457,4.03,4.41,3.38,86.87,72.60,1
14760,1040,2.88,6.07,1.34,74.34,72.11,1
14761,565,5.25,9.79,1.95,76.21,74.09,1
14762,1570,4.19,7.05,2.09,77.95,88.75,1
14763,631,2.14,4.96,2.26,76.65,88.51,0
14764,1107,2.07,10.60,2.92,76.42,86.01,0
14765,781,2.30,7.48,2.33,84.94,69.00,1
14766,633,2.49,8.40,4.45,75.02,75.67,0
14767,671,2.05,0.03,3.01,73.45,77.40,0
14768,425,4.78,7.52,2.98,76.37,86.80,0
14769,756,2.28,6.89,1.57,76.83,78.76,1
14770,650,2.84,9.26,1.98,75.72,80.52,1
14771,943,2.84,2.65,1.73,78.26,88.00,0
14772,859,2.98,10.49,1.86,76.02,78.78,1
14773,842,2.49,5.54,1.65,77.20,69.56,0
14774,713,4.24,3.57,2.35,76.49,80.17,1
14775,471,4.41,5.58,2.10,78.62,85.82,0
14776,813,2.32,6.78,0.47,79.98,78.08,1
14777,537,3.41,11.83,2.25,74.31,78.29,1
14778,1061,4.52,8.13,1.63,76.74,77.06,1
14779,702,4.85,6.12,1.61,77.51,79.90,1
14780,913,4.63,6.65,1.43,77.85,89.74,1
14781,550,2.00,7.09,1.92,76.82,80.50,0
14782,372,1.83,6.02,2.13,75.48,75.14,1
14783,1383,1.92,3.91,1.35,77.46,82.81,0
14784,1042,2.95,6.44,2.32,75.91,67.61,1
14785,742,3.95,5.59,2.30,76.15,71.53,1
14786,452,4.83,7.30,3.15,74.91,82.75,1
14787,417,1.02,6.51,1.03,76.11,69.47,1
14788,1003,3.92,5.98,1.36,75.48,83.31,0
14789,411,4.62,5.55,2.75,75.43,87.00,1
14790,913,2.87,6.14,3.19,77.07,74.25,0
14791,468,3.03,5.14,0.87,76.09,81.79,1
14792,728,3.51,6.21,1.43,75.86,77.32,1
14793,911,3.68,7.15,1.20,76.75,65.82,1
14794,627,2.94,14.30,2.97,76.79,72.98,1
14795,859,3.32,6.79,2.46,76.70,84.06,0
14796,583,3.14,7.11,4.88,75.91,77.80,1
14797,590,4.75,8.79,3.25,76.57,68.89,1
14798,1597,2.91,8.86,2.02,76.49,71.22,1
14799,503,2.71,3.53,5.12,75.79,80.00,1
14800,677,0.45,6.13,2.34,76.56,73.54,1
14801,370,2.38,4.37,3.02,76.73,84.84,1
14802,782,3.71,8.33,2.07,75.46,79.56,1
14803,1176,2.67,8.94,1.77,77.55,87.39,0
14804,916,5.35,7.99,2.01,75.65,75.52,1
14805,713,4.34,4.40,2.53,75.76,74.88,0
14806,652,2.73,5.18,1.36,76.56,87.94,1
14807,973,3.30,4.86,1.55,74.77,80.79,1
14808,489,0.07,6.43,2.89,75.15,79.60,0
14809,570,3.86,8.98,2.49,73.74,74.84,1
14810,564,5.28,9.50,2.19,75.36,76.71,1
14811,1288,2.55,4.88,3.77,84.04,73.61,0
14812,1420,3.88,7.67,1.85,75.61,72.54,0
14813,455,2.40,5.74,3.02,75.62,84.87,1
14814,1044,2.77,10.42,1.85,81.13,76.01,1
14815,972,3.13,9.56,1.78,74.99,77.97,1
14816,1012,4.84,14.47,1.90,86.59,77.87,1
14817,823,3.03,7.05,2.57,77.63,75.51,0
14818,922,2.06,3.77,2.48,76.41,74.79,0
14819,1352,2.98,11.69,1.85,75.06,73.14,0
14820,851,5.95,7.40,2.20,84.18,79.45,0
14821,1536,4.78,10.21,2.12,81.40,83.65,0
14822,627,5.12,5.73,1.70,75.42,80.77,0
14823,874,2.06,6.10,1.53,76.06,81.92,1
14824,1118,4.29,2.06,2.11,78.39,87.08,0
14825,475,4.21,3.20,1.72,77.15,81.70,1
14826,450,3.08,6.61,3.09,75.06,68.07,1
14827,956,4.40,6.47,2.08,74.39,69.53,0
14828,1052,3.34,6.07,1.43,77.53,73.36,1
14829,545,2.88,7.14,1.11,80.73,87.38,1
14830,915,2.97,5.97,1.75,80.16,82.91,1
14831,591,3.25,6.00,1.48,76.36,74.57,1
14832,537,5.07,5.87,4.55,84.90,67.77,0
14833,639,4.75,13.48,1.65,75.55,80.90,0
14834,575,2.40,4.02,1.66,75.88,91.64,1
14835,840,3.91,3.60,1.28,75.00,77.54,0
14836,368,4.47,13.25,3.37,76.50,80.83,1
14837,1201,4.44,4.62,1.62,85.07,77.17,0
14838,993,4.31,7.95,1.90,74.65,65.76,1
14839,707,5.40,17.79,2.59,74.67,68.17,1
14840,635,2.10,14.69,2.32,82.75,86.46,1
14841,765,3.88,6.67,2.68,74.90,84.82,1
14842,530,2.89,10.98,1.77,76.30,73.15,1
14843,491,2.99,1.85,3.22,77.37,81.97,0
14844,1369,2.10,3.78,2.35,85.41,75.18,0
14845,627,2.33,7.53,3.17,75.05,82.79,1
14846,662,2.21,5.51,3.85,76.10,77.18,0
14847,1017,3.86,5.81,1.48,74.88,89.38,1
14848,814,4.96,12.81,2.59,83.22,79.41,1
14849,760,2.88,5.71,3.04,74.53,73.26,0
14850,639,2.97,1.45,2.05,77.33,85.40,1
14851,862,2.77,7.18,2.89,76.00,91.35,1
14852,889,1.76,9.97,3.06,74.47,82.21,0
14853,913,2.36,6.02,1.64,75.81,87.93,1
14854,457,3.47,5.58,1.42,77.61,75.69,1
14855,488,2.85,4.00,1.19,88.76,78.56,1
14856,948,2.08,4.37,1.48,77.52,73.41,1
14857,769,3.87,9.49,1.88,75.26,92.82,0
14858,905,3.34,6.16,2.53,77.50,86.06,0
14859,616,4.30,8.21,2.31,77.38,81.41,0
14860,571,4.88,5.86,3.01,76.07,72.10,1
14861,759,2.81,4.80,5.39,74.64,69.08,1
14862,581,2.53,5.21,1.02,84.03,74.97,0
14863,695,3.75,6.05,2.93,79.56,82.77,1
14864,1028,2.99,4.80,1.91,77.68,71.28,1
14865,520,2.03,10.55,1.48,75.55,87.21,0
14866,1416,2.81,4.40,0.97,75.60,78.03,0
14867,916,3.69,3.58,3.11,75.54,71.12,1
14868,637,4.81,5.16,1.61,74.57,81.45,1
14869,761,3.78,4.24,1.33,76.42,70.71,1
14870,642,4.07,4.66,1.40,77.62,68.61,1
14871,1115,4.61,6.46,1.92,77.61,67.13,1
14872,1059,2.87,5.37,2.60,75.79,85.11,0
14873,826,3.16,5.46,4.45,87.23,76.86,0
14874,827,2.47,6.95,6.34,78.84,71.72,0
14875,522,2.28,5.42,1.87,87.17,71.79,1
14876,499,3.55,4.84,3.47,75.71,82.38,1
14877,1121,1.83,7.35,2.51,76.97,75.04,0
14878,1110,1.78,6.42,0.87,76.91,88.89,1
14879,690,3.45,6.02,6.25,75.11,79.48,0
14880,812,3.85,5.22,1.76,81.14,69.21,0
14881,962,4.00,5.80,1.99,77.90,81.74,0
14882,606,2.14,6.03,1.44,78.26,69.76,1
14883,797,4.00,4.95,1.77,78.51,80.89,0
14884,946,2.72,7.50,2.40,77.91,75.21,1
14885,1203,2.89,12.51,1.20,77.06,68.55,1
14886,620,4.15,5.68,2.01,77.70,89.68,1
14887,566,2.63,4.50,1.01,76.51,81.80,1
14888,685,2.99,8.71,1.93,77.30,84.29,0
14889,819,2.58,5.06,2.78,79.83,74.34,1
14890,768,2.81,6.10,0.03,76.03,82.38,1
14891,1035,4.38,8.49,1.03,75.88,86.90,1
14892,617,2.69,6.03,1.37,85.18,69.47,1
14893,909,4.35,6.20,1.57,76.80,81.44,1
14894,593,4.82,7.18,1.77,75.09,69.44,1
14895,341,4.02,4.87,2.78,78.66,85.01,1
14896,948,5.47,5.23,1.05,75.57,79.92,0
14897,754,3.77,13.01,1.01,77.67,70.70,1
14898,1048,3.68,7.84,1.62,77.12,82.88,0
14899,737,4.53,5.34,3.06,81.03,74.87,0
14900,471,3.07,4.61,2.56,77.18,88.90,1
14901,807,3.57,5.44,1.59,77.64,84.31,1
14902,385,4.35,8.72,2.79,72.96,84.95,1
14903,650,5.29,4.57,1.96,77.89,75.32,0
14904,1126,3.41,4.32,2.06,78.14,69.74,0
14905,686,4.46,6.58,2.25,78.64,76.08,1
14906,472,3.96,3.62,3.03,74.66,78.01,1
14907,721,3.21,7.10,2.82,78.04,79.42,0
14908,899,4.33,0.93,1.75,75.65,79.44,1
14909,486,3.99,10.20,2.41,77.26,80.30,0
14910,653,3.31,6.21,2.81,74.70,74.95,0
14911,599,2.70,5.04,3.05,77.55,74.88,0
14912,892,2.77,5.98,1.32,74.45,80.87,1
14913,502,2.41,6.49,2.66,79.99,86.79,1
14914,781,2.71,6.60,2.65,76.07,80.06,1
14915,667,2.48,5.84,1.10,73.79,85.03,1
14916,1713,5.09,4.36,1.63,81.85,71.05,1
14917,780,2.44,6.24,1.24,83.31,78.98,1
14918,947,3.62,8.50,1.96,77.96,75.46,1
14919,1162,4.33,6.22,4.66,77.96,85.78,1
14920,610,5.38,7.29,1.02,76.71,74.95,1
14921,811,5.45,5.08,2.68,76.55,90.09,0
14922,727,1.83,5.54,2.77,77.01,79.23,0
14923,877,2.12,2.59,1.96,78.59,84.58,0
14924,780,2.52,7.65,2.51,81.02,81.32,0
14925,737,3.11,10.55,2.54,74.97,80.24,1
14926,418,5.21,7.97,2.33,76.18,79.74,1
14927,893,4.80,5.83,6.40,74.04,80.25,1
14928,690,4.59,9.03,2.14,85.12,73.62,1
14929,978,1.27,7.13,3.33,77.26,90.14,0
14930,931,2.58,1.87,1.24,76.14,71.22,1
14931,688,2.48,5.28,1.43,85.70,83.85,0
14932,665,3.93,2.97,1.23,76.68,76.69,0
14933,692,2.89,14.22,1.80,76.72,79.73,1
14934,1364,3.19,9.50,1.88,86.27,72.56,1
14935,657,4.24,6.38,3.47,76.12,88.20,1
14936,1058,4.18,10.45,1.53,77.38,87.72,0
14937,940,2.19,4.17,1.85,77.68,71.48,0
14938,738,3.75,6.79,2.12,76.84,87.73,1
14939,786,3.69,6.32,1.76,75.74,78.86,1
14940,768,2.47,7.14,3.35,72.72,87.67,0
14941,717,2.64,6.05,2.73,76.06,85.59,1
14942,496,3.39,9.54,2.01,75.57,91.24,1
14943,959,2.24,6.08,2.11,77.46,78.49,1
14944,770,2.76,11.18,2.20,75.87,79.99,0
14945,568,3.92,4.83,1.14,74.25,73.64,1
14946,850,5.03,3.67,4.67,74.78,87.64,0
14947,939,4.37,6.11,2.37,76.34,72.38,0
14948,487,2.29,5.33,1.93,75.86,82.00,1
14949,986,2.93,14.43,4.99,75.48,69.81,1
14950,478,3.98,7.71,2.54,76.13,81.34,1
14951,646,5.13,4.69,1.24,78.48,74.12,0
14952,520,2.71,9.37,5.54,77.50,79.94,1
14953,1011,2.63,4.96,3.70,75.90,77.12,0
14954,859,3.33,4.48,2.43,76.32,92.82,1
14955,533,2.59,7.52,3.73,77.60,90.94,0
14956,1041,2.09,7.16,1.02,77.94,79.05,0
14957,1177,3.10,8.71,1.25,76.19,88.17,0
14958,772,4.29,5.15,1.10,74.10,72.21,0
14959,1394,3.04,6.58,1.63,76.30,76.16,0
14960,732,2.98,5.87,3.22,76.93,79.85,1
14961,639,3.73,5.44,2.96,79.02,82.27,1
14962,1093,2.88,8.94,2.09,77.46,83.51,0
14963,963,2.59,6.77,2.28,76.74,72.82,0
14964,931,2.65,3.25,2.40,84.94,85.28,1
14965,543,2.25,6.33,3.24,75.15,77.41,1
14966,506,3.72,5.51,6.92,79.99,76.79,1
14967,460,4.63,5.57,1.16,76.30,75.35,1
14968,592,3.20,7.49,3.23,76.29,70.53,1
14969,459,4.02,7.48,2.15,76.17,78.50,1
14970,1452,3.42,7.91,1.04,82.33,90.19,0
14971,1112,2.75,4.26,2.55,74.91,85.61,1
14972,777,4.33,12.97,2.75,74.28,84.76,1
14973,869,3.50,5.06,1.61,76.08,76.07,1
14974,1419,1.91,7.08,2.95,81.59,75.50,1
14975,818,4.59,8.83,2.39,75.28,83.94,1
14976,708,3.13,1.85,1.81,75.69,75.14,1
14977,677,2.51,7.95,1.72,84.15,82.74,1
14978,1146,5.43,5.76,2.95,76.31,81.18,0
14979,924,3.36,10.70,2.51,77.27,69.24,1
14980,774,4.85,8.88,1.61,76.99,77.06,1
14981,529,3.50,5.54,1.51,76.69,92.56,0
14982,731,3.19,6.06,1.71,75.41,86.09,1
14983,549,2.15,4.72,1.39,77.60,66.33,0
14984,737,4.65,6.02,2.40,76.59,81.46,1
14985,978,4.37,8.25,3.23,77.77,82.52,0
14986,636,2.95,8.24,1.60,78.86,75.69,1
14987,1014,3.80,8.97,2.08,81.82,79.96,1
14988,836,5.41,9.86,3.59,77.87,68.73,1
14989,844,2.43,4.24,1.17,77.94,86.86,1
14990,659,6.19,5.44,4.50,77.37,79.28,1
14991,875,2.31,5.49,4.79,76.87,78.41,1
14992,717,2.20,6.44,1.86,74.73,85.09,0
14993,494,2.13,7.88,3.81,82.02,74.21,1
14994,649,2.42,1.40,1.45,76.46,84.70,0
14995,944,2.77,5.50,1.47,84.32,79.14,0
14996,477,3.00,6.23,1.07,74.21,76.78,1
14997,884,2.05,5.85,1.76,76.54,75.50,0
14998,782,2.80,8.72,2.94,76.95,73.23,1
14999,1022,5.00,12.42,2.93,75.00,76.83,1
15000,396,1.60,6.41,2.10,75.73,76.32,1
15001,683,3.88,7.37,1.73,77.05,72.11,0
15002,510,2.40,6.10,2.56,77.54,80.45,0
15003,1048,3.28,8.66,1.40,78.13,68.65,0
15004,331,3.10,4.37,1.59,79.92,91.66,1
15005,689,4.45,5.88,1.75,73.63,74.14,1
15006,743,2.04,7.02,1.84,77.06,81.45,1
15007,623,3.06,9.49,2.08,76.87,72.93,0
15008,845,5.26,6.09,1.91,75.60,84.15,1
15009,482,3.67,9.64,1.91,75.59,80.58,0
15010,487,2.42,5.47,0.99,77.67,72.05,1
15011,722,3.02,5.35,1.85,77.07,73.81,0
15012,1005,3.23,6.90,2.77,77.44,78.58,1
15013,550,3.28,4.02,3.10,75.43,73.04,1
15014,1343,2.87,6.69,3.73,75.56,80.70,0
15015,1368,3.05,4.41,1.92,81.20,78.19,0
15016,786,2.48,4.83,1.31,76.74,77.50,1
15017,670,2.72,4.54,2.24,80.56,89.71,0
15018,729,3.44,11.50,1.23,81.41,79.78,0
15019,509,5.18,7.33,6.71,76.87,72.60,1
15020,749,2.39,6.07,2.44,83.21,80.72,1
15021,1265,5.37,6.02,2.31,76.34,70.32,1
15022,873,2.58,6.66,2.40,76.67,86.48,1
15023,680,2.33,7.08,2.88,76.66,80.89,1
15024,693,5.05,5.79,5.39,76.88,81.99,0
15025,649,4.82,7.46,0.96,84.75,82.54,1
15026,733,2.81,6.14,1.61,77.36,79.29,0
15027,1219,3.62,7.50,2.29,74.82,72.90,1
15028,897,2.87,4.13,1.76,78.64,69.28,0
15029,592,4.57,5.94,2.91,76.69,81.96,1
15030,620,2.14,7.81,3.10,87.64,81.71,1
15031,1111,4.55,4.47,2.42,76.54,84.84,1
15032,1021,2.15,2.59,1.94,75.66,85.55,0
15033,653,3.08,7.67,3.20,77.58,80.55,1
15034,981,2.03,6.68,1.61,78.48,83.25,0
15035,1062,2.37,4.04,2.45,85.06,78.31,0
15036,555,3.92,5.64,2.97,74.98,83.34,1
15037,798,3.63,8.27,2.68,77.82,87.58,0
15038,697,3.31,3.84,0.94,77.16,70.94,1
15039,1680,2.83,4.38,1.69,77.15,80.03,0
15040,856,3.03,8.13,1.29,77.09,88.83,0
15041,432,3.70,8.86,3.13,76.65,80.24,1
15042,697,3.18,4.32,1.97,76.48,73.14,0
15043,608,3.61,4.61,1.71,77.49,81.19,0
15044,1092,3.66,13.79,1.56,74.98,83.73,1
15045,546,3.65,5.92,2.38,78.05,84.28,1
15046,801,2.97,6.57,2.07,75.47,78.33,1
15047,983,2.28,5.73,2.80,82.13,70.79,0
15048,423,2.98,9.49,2.12,75.57,71.56,1
15049,890,4.75,11.20,1.91,78.54,79.72,0
15050,806,2.47,2.73,3.14,77.63,77.18,1
15051,1424,3.39,5.82,3.60,77.19,68.69,0
15052,608,3.68,6.94,1.90,74.78,77.13,1
15053,716,3.70,5.75,1.06,80.98,70.51,1
15054,1321,4.69,9.60,1.70,76.99,80.30,1
15055,731,0.50,7.22,2.59,76.22,71.32,0
15056,452,3.98,5.63,1.84,75.58,80.50,1
15057,1107,2.68,8.09,1.52,74.56,83.42,0
15058,910,2.82,6.71,2.01,83.21,68.60,1
15059,582,2.19,8.18,2.01,77.91,74.98,1
15060,469,2.67,14.27,4.73,77.60,90.67,1
15061,526,3.51,4.25,1.44,77.75,84.36,0
15062,933,4.25,4.14,0.64,84.46,81.33,0
15063,479,2.51,6.19,1.92,74.75,81.78,1
15064,872,2.53,2.73,1.43,76.25,82.30,1
15065,823,3.54,7.88,2.13,81.39,80.80,1
15066,640,3.43,4.58,1.25,77.74,78.07,1
15067,736,2.53,4.13,2.00,74.56,69.28,0
15068,639,4.43,4.71,1.71,76.57,80.19,1
15069,1395,4.38,12.72,0.92,76.97,73.60,0
15070,1170,3.39,5.89,2.27,75.28,75.83,0
15071,1032,3.77,12.52,1.54,77.95,78.14,0
15072,653,3.17,5.49,3.23,75.59,64.88,0
15073,599,2.59,3.68,3.66,81.89,73.95,1
15074,618,2.22,4.13,1.57,85.96,77.33,0
15075,562,3.49,10.50,1.40,78.14,86.52,0
15076,912,4.86,6.01,1.96,76.61,76.24,0
15077,1248,4.18,0.93,2.99,78.47,75.12,1
15078,950,2.49,7.79,4.32,77.36,73.92,0
15079,700,2.34,5.58,1.24,77.27,80.79,1
15080,542,2.45,5.62,2.64,76.53,74.46,1
15081,1394,4.83,12.54,4.84,76.65,77.17,0
15082,735,2.99,8.72,1.19,76.87,74.44,0
15083,964,3.33,9.04,3.32,77.68,73.75,0
15084,792,5.33,4.41,2.93,76.12,87.36,0
15085,721,2.34,6.19,1.77,75.83,85.17,1
15086,1324,2.70,4.15,2.25,81.29,78.73,0
15087,733,3.64,3.69,1.77,77.16,75.01,0
15088,630,4.53,6.65,2.67,77.42,78.54,1
15089,856,2.49,5.93,5.34,74.98,72.53,1
15090,1018,2.40,5.32,1.57,76.82,84.87,1
15091,856,3.00,12.96,1.31,74.69,68.39,1
15092,1130,3.24,6.50,2.38,80.61,71.12,0
15093,583,4.04,8.06,2.24,76.39,68.36,1
15094,609,2.41,12.10,2.50,77.76,80.54,1
15095,675,4.85,5.04,4.55,77.86,89.33,1
15096,779,3.55,9.68,1.32,73.47,87.23,0
15097,645,5.16,6.43,2.59,75.50,79.57,1
15098,428,4.90,7.16,1.88,74.37,76.27,1
15099,1404,5.53,8.37,2.10,76.19,77.73,1
15100,1046,2.43,5.41,1.44,76.34,85.52,1
15101,808,2.65,6.64,1.38,76.84,75.82,0
15102,833,0.48,12.96,1.53,76.80,66.21,0
15103,791,2.46,12.01,1.02,78.02,84.23,0
15104,871,2.40,4.86,1.52,75.36,83.49,1
15105,1045,0.03,5.69,5.85,79.79,82.03,0
15106,496,0.40,7.20,2.07,75.69,83.71,1
15107,406,4.38,6.10,2.43,85.11,76.47,1
15108,309,2.82,3.99,2.04,74.83,79.75,1
15109,468,4.58,4.21,1.74,77.36,77.81,1
15110,1131,2.40,4.95,2.34,77.07,91.76,1
15111,644,4.76,4.81,2.46,74.89,78.94,0
15112,771,3.75,6.80,2.20,77.00,88.01,1
15113,852,5.19,10.15,2.48,75.20,70.81,0
15114,909,5.17,6.72,1.20,77.97,68.36,1
15115,615,2.95,7.55,2.71,80.60,76.45,1
15116,448,2.75,7.94,3.02,76.52,82.90,1
15117,635,2.14,5.86,1.20,74.29,72.67,1
15118,495,2.49,6.49,1.94,77.91,68.16,1
15119,751,2.85,13.67,5.64,75.55,71.06,0
15120,631,2.57,6.31,0.77,77.15,74.81,0
15121,852,4.41,3.74,1.85,76.77,81.85,0
15122,687,5.66,8.71,2.57,75.36,75.65,1
15123,623,2.53,5.54,4.43,74.00,81.86,1
15124,760,4.91,2.59,1.75,77.87,118.37,0
15125,798,3.65,7.31,1.20,75.67,68.91,1
15126,1562,3.56,7.08,1.06,79.08,76.94,0
15127,463,5.32,4.72,3.25,73.88,69.37,1
15128,739,2.87,4.16,2.50,78.65,86.87,0
15129,1000,3.12,3.84,1.47,76.36,82.73,1
15130,989,2.23,4.80,0.82,74.86,77.09,0
15131,698,3.55,5.28,0.66,77.10,74.34,0
15132,647,2.12,10.43,1.38,75.42,86.83,1
15133,1369,2.09,4.99,1.92,74.58,88.10,1
15134,1062,2.96,3.41,1.23,74.11,73.07,0
15135,1224,5.56,17.03,6.41,74.92,75.73,1
15136,705,3.74,14.71,1.70,76.90,85.71,0
15137,841,2.03,7.83,1.73,78.33,87.59,1
15138,748,2.95,6.24,3.94,75.48,74.71,0
15139,628,2.08,5.67,1.98,77.80,79.95,0
15140,388,3.81,4.41,2.36,75.95,74.03,1
15141,560,3.94,6.14,3.93,76.72,85.59,0
15142,1227,2.52,7.42,2.64,74.99,70.77,1
15143,724,4.59,9.08,1.83,75.13,74.95,1
15144,1064,3.32,5.18,1.62,74.69,80.10,0
